datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
2005-03-21,563.88,99819.34,6.5,100383.22,9.50448364552e-05,1.0038322,0.0001762
2005-03-22,552.66,99819.34,6.5,100372.0,-0.000111771668612,1.00372,0.0002884
2005-03-23,549.04,99819.34,6.5,100368.38,-3.60658350935e-05,1.0036838,0.0003246
2005-03-24,548.4,99819.34,6.5,100367.74,-6.37651021163e-06,1.0036774,0.000331
2005-03-28,548.79,99819.34,6.5,100368.13,3.88571068743e-06,1.0036813,0.0003271
2005-03-29,538.72,99819.34,6.5,100358.06,-0.000100330652768,1.0035806,0.0004278
2005-03-30,552.27,99819.34,6.5,100371.61,0.000135016559706,1.0037161,0.0002923
2005-03-31,537.69,99819.34,6.5,100357.03,-0.000145260198576,1.0035703,0.0004381
2005-04-01,527.63,99819.34,6.5,100346.97,-0.00010024210561,1.0034697,0.0005387
2005-04-04,530.21,99819.34,6.5,100349.55,2.57107912676e-05,1.0034955,0.0005129
2005-04-05,540.53,99819.34,6.5,100359.87,0.000102840520959,1.0035987,0.0004097
2005-04-06,546.21,99819.34,6.5,100365.55,5.65963267989e-05,1.0036555,0.0003529
2005-04-07,562.08,99819.34,6.5,100381.42,0.000158121985083,1.0038142,0.0001942
2005-04-08,564.4,99819.34,6.5,100383.74,2.31118467939e-05,1.0038374,0.000171
2005-04-11,540.92,99819.34,6.5,100360.26,-0.000233902422842,1.0036026,0.0004058
2005-04-12,550.46,99819.34,6.5,100369.8,9.5057545686e-05,1.003698,0.0003104
2005-04-13,529.56,99819.34,6.5,100348.9,-0.000208229965587,1.003489,0.0005194
2005-04-14,480.79,99819.34,6.5,100300.13,-0.00048600433089,1.0030013,0.0010071
2005-04-15,456.14,99819.34,6.5,100275.48,-0.000245762393329,1.0027548,0.0012536
2005-04-18,459.62,99819.34,6.5,100278.96,3.47043963289e-05,1.0027896,0.0012188
2005-04-19,478.59,99819.34,6.5,100297.93,0.000189172284994,1.0029793,0.0010291
2005-04-20,458.2,99819.34,6.5,100277.54,-0.000203294325217,1.0027754,0.001233
2005-04-21,479.24,99819.34,6.5,100298.58,0.000209817672033,1.0029858,0.0010226
2005-04-22,458.08,99819.34,6.5,100277.42,-0.000210970085519,1.0027742,0.0012342
2005-04-25,477.17,99819.34,6.5,100296.51,0.000190371870357,1.0029651,0.0010433
2005-04-26,466.98,99819.34,6.5,100286.32,-0.000101598749548,1.0028632,0.0011452
2005-04-27,463.88,99819.34,6.5,100283.22,-3.09114942096e-05,1.0028322,0.0011762
2005-04-28,458.59,99819.34,6.5,100277.93,-5.27505997515e-05,1.0027793,0.0012291
2005-04-29,465.3,99819.34,6.5,100284.64,6.6914025848e-05,1.0028464,0.001162
2005-05-02,470.08,99819.34,6.5,100289.42,4.76643282561e-05,1.0028942,0.0011142
2005-05-03,467.24,99819.34,6.5,100286.58,-2.8318041923e-05,1.0028658,0.0011426
2005-05-04,479.37,99819.34,6.5,100298.71,0.000120953371827,1.0029871,0.0010213
2005-05-05,473.3,99819.34,6.5,100292.64,-6.05192230289e-05,1.0029264,0.001082
2005-05-06,480.53,99819.34,6.5,100299.87,7.20890386372e-05,1.0029987,0.0010097
2005-05-09,477.04,99819.34,6.5,100296.38,-3.47956582596e-05,1.0029638,0.0010446
2005-05-10,469.95,99819.34,6.5,100289.29,-7.06904875331e-05,1.0028929,0.0011155
2005-05-11,459.49,99819.34,6.5,100278.83,-0.000104298275519,1.0027883,0.0012201
2005-05-12,440.4,99819.34,6.5,100259.74,-0.000190369193578,1.0025974,0.001411
2005-05-13,448.66,99819.34,6.5,100268.0,8.23860105763e-05,1.00268,0.0013284
2005-05-16,458.72,99819.34,6.5,100278.06,0.000100331112618,1.0027806,0.0012278
2005-05-17,456.27,99819.34,6.5,100275.61,-2.44320642022e-05,1.0027561,0.0012523
2005-05-18,462.46,99819.34,6.5,100281.8,6.17298663155e-05,1.002818,0.0011904
2005-05-19,484.53,99819.34,6.5,100303.87,0.000220079815081,1.0030387,0.0009697
2005-05-20,484.53,99819.34,6.5,100303.87,0.0,1.0030387,0.0009697
2005-05-23,513.04,99819.34,6.5,100332.38,0.000284236291182,1.0033238,0.0006846
2005-05-24,512.27,99819.34,6.5,100331.61,-7.67449152494e-06,1.0033161,0.0006923
2005-05-25,513.3,99819.34,6.5,100332.64,1.02659570598e-05,1.0033264,0.000682
2005-05-26,525.69,99819.34,6.5,100345.03,0.00012348922544,1.0034503,0.0005581
2005-05-27,523.37,99819.34,6.5,100342.71,-2.31202282764e-05,1.0034271,0.0005813
2005-05-31,513.04,99819.34,6.5,100332.38,-0.000102947189686,1.0033238,0.0006846
2005-06-01,520.01,99819.34,6.5,100339.35,6.94690986101e-05,1.0033935,0.0006149
2005-06-02,516.66,99819.34,6.5,100336.0,-3.33867022259e-05,1.00336,0.0006484
2005-06-03,493.43,99819.34,6.5,100312.77,-0.000231522085792,1.0031277,0.0008807
2005-06-06,489.3,99819.34,6.5,100308.64,-4.11712287477e-05,1.0030864,0.000922
2005-06-07,471.49,99819.34,6.5,100290.83,-0.000177552003496,1.0029083,0.0011001
2005-06-08,476.4,99819.34,6.5,100295.74,4.89576165636e-05,1.0029574,0.001051
2005-06-09,485.82,99819.34,6.5,100305.16,9.39222343841e-05,1.0030516,0.0009568
2005-06-10,462.08,99819.34,6.5,100281.42,-0.000236677754165,1.0028142,0.0011942
2005-06-13,463.24,99819.34,6.5,100282.58,1.1567446891e-05,1.0028258,0.0011826
2005-06-14,464.53,99819.34,6.5,100283.87,1.28636498982e-05,1.0028387,0.0011697
2005-06-15,479.11,99819.34,6.5,100298.45,0.000145387289102,1.0029845,0.0010239
2005-06-16,490.08,99819.34,6.5,100309.42,0.000109373574567,1.0030942,0.0009142
2005-06-17,494.33,99819.34,6.5,100313.67,4.23689021429e-05,1.0031367,0.0008717
2005-06-20,485.3,99819.34,6.5,100304.64,-9.00176416634e-05,1.0030464,0.000962
2005-06-21,488.53,99819.34,6.5,100307.87,3.22019001313e-05,1.0030787,0.0009297
2005-06-22,497.43,99819.34,6.5,100316.77,8.87268366878e-05,1.0031677,0.0008407
2005-06-23,501.82,99819.34,6.5,100321.16,4.37613770858e-05,1.0032116,0.0007968
2005-06-24,487.24,99819.34,6.5,100306.58,-0.000145333247742,1.0030658,0.0009426
2005-06-27,478.72,99819.34,6.5,100298.06,-8.49395921982e-05,1.0029806,0.0010278
2005-06-28,481.43,99819.34,6.5,100300.77,2.70194657803e-05,1.0030077,0.0010007
2005-06-29,469.3,99819.34,6.5,100288.64,-0.000120936260011,1.0028864,0.001122
2005-06-30,474.98,99819.34,6.5,100294.32,5.66365243362e-05,1.0029432,0.0010652
2005-07-01,470.98,99819.34,6.5,100290.32,-3.98826174802e-05,1.0029032,0.0011052
2005-07-05,490.08,99819.34,6.5,100309.42,0.000190447093997,1.0030942,0.0009142
2005-07-06,482.46,99819.34,6.5,100301.8,-7.5964949254e-05,1.003018,0.0009904
2005-07-07,485.56,99819.34,6.5,100304.9,3.09067235085e-05,1.003049,0.000959399999999
2005-07-08,493.56,99819.34,6.5,100312.9,7.97568214514e-05,1.003129,0.000879399999999
2005-07-11,491.62,99819.34,6.5,100310.96,-1.9339486746e-05,1.0031096,0.000898799999999
2005-07-12,493.43,99819.34,6.5,100312.77,1.80438907174e-05,1.0031277,0.0008807
2005-07-13,494.85,99819.34,6.5,100314.19,1.41557251385e-05,1.0031419,0.000866499999999
2005-07-14,525.82,99819.34,6.5,100345.16,0.000308730001209,1.0034516,0.000556799999999
2005-07-15,536.14,99819.34,6.5,100355.48,0.000102845020128,1.0035548,0.000453599999999
2005-07-18,535.37,99819.34,6.5,100354.71,-7.67272499724e-06,1.0035471,0.0004613
2005-07-19,557.3,99819.34,6.5,100376.64,0.000218524870432,1.0037664,0.000242
2005-07-20,562.98,99819.34,6.5,100382.32,5.65868712081e-05,1.0038232,0.0001852
2005-07-21,558.59,99819.34,6.5,100377.93,-4.37328007561e-05,1.0037793,0.0002291
2005-07-22,567.76,99819.34,6.5,100387.1,9.13547430197e-05,1.003871,0.0001374
2005-07-25,565.3,99819.34,6.5,100384.64,-2.45051406007e-05,1.0038464,0.000162
2005-07-26,562.98,99819.34,6.5,100382.32,-2.31111054441e-05,1.0038232,0.0001852
2005-07-27,567.63,99819.34,6.5,100386.97,4.63228982954e-05,1.0038697,0.000138699999999
2005-07-28,565.17,99819.34,6.5,100384.51,-2.45051723347e-05,1.0038451,0.000163299999999
2005-07-29,550.34,99819.34,6.5,100369.68,-0.000147731955857,1.0036968,0.000311599999999
2005-08-01,551.63,99819.34,6.5,100370.97,1.28524869265e-05,1.0037097,0.000298699999999
2005-08-02,557.3,99819.34,6.5,100376.64,5.64904374243e-05,1.0037664,0.000241999999999
2005-08-03,557.69,99819.34,6.5,100377.03,3.88536615681e-06,1.0037703,0.000238099999999
2005-08-04,551.11,99819.34,6.5,100370.45,-6.55528461043e-05,1.0037045,0.000303899999999
2005-08-05,554.72,99819.34,6.5,100374.06,3.59667611334e-05,1.0037406,0.000267799999999
2005-08-08,550.34,99819.34,6.5,100369.68,-4.36367722896e-05,1.0036968,0.000311599999999
2005-08-09,565.43,99819.34,6.5,100384.77,0.000150344207533,1.0038477,0.000160699999999
2005-08-10,559.75,99819.34,6.5,100379.09,-5.65822883292e-05,1.0037909,0.000217499999999
2005-08-11,567.76,99819.34,6.5,100387.1,7.97974956737e-05,1.003871,0.000137399999999
2005-08-12,594.85,99819.34,6.5,100414.19,0.000269855389786,1.0041419,0.0
2005-08-15,615.24,99819.34,6.5,100434.58,0.000203058950135,1.0043458,0.0
2005-08-16,596.79,99819.34,6.5,100416.13,-0.000183701669286,1.0041613,0.0001845
2005-08-17,608.4,99819.34,6.5,100427.74,0.000115618875175,1.0042774,6.84e-05
2005-08-18,597.43,99819.34,6.5,100416.77,-0.000109232767759,1.0041677,0.0001781
2005-08-19,591.37,99819.34,6.5,100410.71,-6.03484856164e-05,1.0041071,0.0002387
2005-08-22,591.88,99819.34,6.5,100411.22,5.07913946635e-06,1.0041122,0.0002336
2005-08-23,590.21,99819.34,6.5,100409.55,-1.66316075036e-05,1.0040955,0.0002503
2005-08-24,590.59,99819.34,6.5,100409.93,3.78450057781e-06,1.0040993,0.0002465
2005-08-25,594.34,99819.34,6.5,100413.68,3.73469038371e-05,1.0041368,0.000209
2005-08-26,590.21,99819.34,6.5,100409.55,-4.11298540198e-05,1.0040955,0.0002503
2005-08-29,591.5,99819.34,6.5,100410.84,1.28473835406e-05,1.0041084,0.0002374
2005-08-30,600.92,99819.34,6.5,100420.26,9.38145722116e-05,1.0042026,0.0001432
2005-08-31,605.05,99819.34,6.5,100424.39,4.11271590017e-05,1.0042439,0.0001019
2005-09-01,596.92,99819.34,6.5,100416.26,-8.0956429011e-05,1.0041626,0.0001832
2005-09-02,596.4,99819.34,6.5,100415.74,-5.17844420822e-06,1.0041574,0.0001884
2005-09-06,629.69,99819.34,6.5,100449.03,0.000331521731553,1.0044903,0.0
2005-09-07,628.14,99819.34,6.5,100447.48,-1.54307114762e-05,1.0044748,1.54999999999e-05
2005-09-08,642.34,99819.34,6.5,100461.68,0.000141367409118,1.0046168,0.0
2005-09-09,662.08,99819.34,6.5,100481.42,0.000196492831894,1.0048142,0.0
2005-09-12,663.24,99819.34,6.5,100482.58,1.15444228397e-05,1.0048258,0.0
2005-09-13,655.76,99819.34,6.5,100475.1,-7.44407637624e-05,1.004751,7.48000000002e-05
2005-09-14,640.14,99819.34,6.5,100459.48,-0.000155461402875,1.0045948,0.000231
2005-09-15,643.5,99819.34,6.5,100462.84,3.34463208449e-05,1.0046284,0.0001974
2005-09-16,660.79,99819.34,6.5,100480.13,0.000172103436455,1.0048013,2.45000000003e-05
2005-09-19,679.24,99819.34,6.5,100498.58,0.00018361839301,1.0049858,0.0
2005-09-20,686.34,99819.34,6.5,100505.68,7.06477643764e-05,1.0050568,0.0
2005-09-21,672.4,99819.34,6.5,100491.74,-0.000138698628774,1.0049174,0.0001394
2005-09-22,669.69,99819.34,6.5,100489.03,-2.69673905536e-05,1.0048903,0.0001665
2005-09-23,686.47,99819.34,6.5,100505.81,0.000166983401074,1.0050581,0.0
2005-09-26,694.73,99819.34,6.5,100514.07,8.21843035741e-05,1.0051407,0.0
2005-09-27,689.56,99819.34,6.5,100508.9,-5.14355850877e-05,1.005089,5.17e-05
2005-09-28,659.11,99819.34,6.5,100478.45,-0.000302958245489,1.0047845,0.0003562
2005-09-29,675.37,99819.34,6.5,100494.71,0.000161825744724,1.0049471,0.0001936
2005-09-30,691.76,99819.34,6.5,100511.1,0.000163093161819,1.005111,2.97e-05
2005-10-03,702.47,99819.34,6.5,100521.81,0.000106555395374,1.0052181,0.0
2005-10-04,693.56,99819.34,6.5,100512.9,-8.86374807617e-05,1.005129,8.91000000001e-05
2005-10-05,681.05,99819.34,6.5,100500.39,-0.000124461636268,1.0050039,0.0002142
2005-10-06,667.11,99819.34,6.5,100486.45,-0.0001387059294,1.0048645,0.0003536
2005-10-07,661.95,99819.34,6.5,100481.29,-5.13502069185e-05,1.0048129,0.0004052
2005-10-10,649.95,99819.34,6.5,100469.29,-0.000119425218366,1.0046929,0.0005252
2005-10-11,665.69,99819.34,6.5,100485.03,0.000156664787817,1.0048503,0.0003678
2005-10-12,635.5,99819.34,6.5,100454.84,-0.000300442762469,1.0045484,0.0006697
2005-10-13,693.44,99819.34,6.5,100512.78,0.000576776589361,1.0051278,9.03000000003e-05
2005-10-14,696.79,99819.34,6.5,100516.13,3.33290950663e-05,1.0051613,5.68000000003e-05
2005-10-17,689.56,99819.34,6.5,100508.9,-7.19287541213e-05,1.005089,0.0001291
2005-10-18,673.69,99819.34,6.5,100493.03,-0.00015789646489,1.0049303,0.0002878
2005-10-19,708.92,99819.34,6.5,100528.26,0.000350571576954,1.0052826,0.0
2005-10-20,724.4,99819.34,6.5,100543.74,0.000153986550647,1.0054374,0.0
2005-10-21,718.21,99819.34,6.5,100537.55,-6.1565245136e-05,1.0053755,6.18999999999e-05
2005-10-24,732.79,99819.34,6.5,100552.13,0.000145020442611,1.0055213,0.0
2005-10-25,723.89,99819.34,6.5,100543.23,-8.85113025452e-05,1.0054323,8.9e-05
2005-10-26,735.89,99819.34,6.5,100555.23,0.000119351646053,1.0055523,0.0
2005-10-27,714.98,99819.34,6.5,100534.32,-0.000207945424619,1.0053432,0.0002091
2005-10-28,702.85,99819.34,6.5,100522.19,-0.000120655314523,1.0052219,0.0003304
2005-10-31,743.11,99819.34,6.5,100562.45,0.000400508584224,1.0056245,0.0
2005-11-01,741.95,99819.34,6.5,100561.29,-1.15351207136e-05,1.0056129,1.16000000001e-05
2005-11-02,773.57,99819.34,6.5,100592.91,0.000314435107187,1.0059291,0.0
2005-11-03,798.08,99819.34,6.5,100617.42,0.000243655343105,1.0061742,0.0
2005-11-04,789.05,99819.34,6.5,100608.39,-8.97458909203e-05,1.0060839,9.02999999999e-05
2005-11-07,777.18,99819.34,6.5,100596.52,-0.000117982208045,1.0059652,0.000209
2005-11-08,772.92,99819.34,6.5,100592.26,-4.23473893529e-05,1.0059226,0.0002516
2005-11-09,775.63,99819.34,6.5,100594.97,2.6940442535e-05,1.0059497,0.0002245
2005-11-10,789.44,99819.34,6.5,100608.78,0.000137283206109,1.0060878,8.63999999998e-05
2005-11-11,794.08,99819.34,6.5,100613.42,4.61192353192e-05,1.0061342,3.99999999998e-05
2005-11-14,792.92,99819.34,6.5,100612.26,-1.15292771083e-05,1.0061226,5.15999999997e-05
2005-11-15,803.63,99819.34,6.5,100622.97,0.000106448259884,1.0062297,0.0
2005-11-16,838.08,99819.34,6.5,100657.42,0.000342367155332,1.0065742,0.0
2005-11-17,832.54,99819.34,6.5,100651.88,-5.50381680755e-05,1.0065188,5.54000000001e-05
2005-11-18,833.05,99819.34,6.5,100652.39,5.0669694398e-06,1.0065239,5.03000000001e-05
2005-11-21,838.21,99819.34,6.5,100657.55,5.12655486871e-05,1.0065755,0.0
2005-11-22,858.34,99819.34,6.5,100677.68,0.000199984998641,1.0067768,0.0
2005-11-23,865.96,99819.34,6.5,100685.3,7.56870837708e-05,1.006853,0.0
2005-11-25,894.73,99819.34,6.5,100714.07,0.000285741811367,1.0071407,0.0
2005-11-28,898.86,99819.34,6.5,100718.2,4.10071800296e-05,1.007182,0.0
2005-11-29,878.73,99819.34,6.5,100698.07,-0.000199864572639,1.0069807,0.0002013
2005-11-30,875.12,99819.34,6.5,100694.46,-3.58497436942e-05,1.0069446,0.0002374
2005-12-01,923.89,99819.34,6.5,100743.23,0.000484336476902,1.0074323,0.0
2005-12-02,937.18,99819.34,6.5,100756.52,0.000131919534444,1.0075652,0.0
2005-12-05,926.73,99819.34,6.5,100746.07,-0.000103715372464,1.0074607,0.0001045
2005-12-06,955.51,99819.34,6.5,100774.85,0.000285668711445,1.0077485,0.0
2005-12-07,954.22,99819.34,6.5,100773.56,-1.28008129012e-05,1.0077356,1.29e-05
2005-12-08,955.89,99819.34,6.5,100775.23,1.65718071288e-05,1.0077523,0.0
2005-12-09,959.13,99819.34,6.5,100778.47,3.21507576813e-05,1.0077847,0.0
2005-12-12,966.6,99819.34,6.5,100785.94,7.41229748775e-05,1.0078594,0.0
2005-12-13,967.51,99819.34,6.5,100786.85,9.02903718503e-06,1.0078685,0.0
2005-12-14,929.18,99819.34,6.5,100748.52,-0.000380307550042,1.0074852,0.0003833
2005-12-15,931.38,99819.34,6.5,100750.72,2.1836549063e-05,1.0075072,0.0003613
2005-12-16,917.57,99819.34,6.5,100736.91,-0.000137070980733,1.0073691,0.0004994
2005-12-19,921.05,99819.34,6.5,100740.39,3.45454312625e-05,1.0074039,0.0004646
2005-12-20,930.47,99819.34,6.5,100749.81,9.35076784991e-05,1.0074981,0.0003704
2005-12-21,948.41,99819.34,6.5,100767.75,0.000178064851934,1.0076775,0.000191
2005-12-22,955.12,99819.34,6.5,100774.46,6.65887647584e-05,1.0077446,0.0001239
2005-12-23,946.47,99819.34,6.5,100765.81,-8.58352403972e-05,1.0076581,0.0002104
2005-12-27,957.83,99819.34,6.5,100777.17,0.00011273665145,1.0077717,9.68000000001e-05
2005-12-28,949.31,99819.34,6.5,100768.65,-8.45429574973e-05,1.0076865,0.000182
2005-12-29,921.96,99819.34,6.5,100741.3,-0.000271413777995,1.007413,0.0004555
2005-12-30,927.63,99819.34,6.5,100746.97,5.62827757831e-05,1.0074697,0.0003988
2006-01-03,964.54,99819.34,6.5,100783.88,0.000366363375494,1.0078388,2.97e-05
2006-01-04,967.38,99819.34,6.5,100786.72,2.81791095957e-05,1.0078672,1.30000000009e-06
2006-01-05,959.76,99819.34,6.5,100779.1,-7.56051987802e-05,1.007791,7.75000000002e-05
2006-01-06,984.54,99819.34,6.5,100803.88,0.000245884315299,1.0080388,0.0
2006-01-09,981.31,99819.34,6.5,100800.65,-3.20424174148e-05,1.0080065,3.23e-05
2006-01-10,1043.38,99819.34,6.5,100862.72,0.000615769838786,1.0086272,0.0
2006-01-11,1082.61,99819.34,6.5,100901.95,0.000388944498027,1.0090195,0.0
2006-01-12,1087.65,99819.34,6.5,100906.99,4.99494806592e-05,1.0090699,0.0
2006-01-13,1104.41,99819.34,6.5,100923.75,0.000166093548128,1.0092375,0.0
2006-01-17,1093.06,99819.34,6.5,100912.4,-0.000112461140217,1.009124,0.0001135
2006-01-18,1064.41,99819.34,6.5,100883.75,-0.00028390960873,1.0088375,0.0004
2006-01-19,1019.83,99819.34,6.5,100839.17,-0.000441894755102,1.0083917,0.0008458
2006-01-20,981.82,99819.34,6.5,100801.16,-0.000376936858961,1.0080116,0.0012259
2006-01-23,1002.22,99819.34,6.5,100821.56,0.000202378623421,1.0082156,0.0010219
2006-01-24,981.18,99819.34,6.5,100800.52,-0.000208685523216,1.0080052,0.0012323
2006-01-25,957.44,99819.34,6.5,100776.78,-0.000235514658059,1.0077678,0.0014697
2006-01-26,933.31,99819.34,6.5,100752.65,-0.000239440077367,1.0075265,0.001711
2006-01-27,929.44,99819.34,6.5,100748.78,-3.84109003584e-05,1.0074878,0.0017497
2006-01-30,967.76,99819.34,6.5,100787.1,0.000380352000292,1.007871,0.0013665
2006-01-31,974.35,99819.34,6.5,100793.69,6.53853518953e-05,1.0079369,0.0013006
2006-02-01,973.18,99819.34,6.5,100792.52,-1.16078695007e-05,1.0079252,0.0013123
2006-02-02,930.34,99819.34,6.5,100749.68,-0.000425031540039,1.0074968,0.0017407
2006-02-03,927.08,99819.34,6.5,100746.42,-3.23574228721e-05,1.0074642,0.0017733
2006-02-06,868.41,99819.34,6.5,100687.75,-0.00058235319925,1.0068775,0.00236
2006-02-07,872.28,99819.34,6.5,100691.62,3.84356587568e-05,1.0069162,0.0023213
2006-02-08,887.89,99819.34,6.5,100707.23,0.000155027796752,1.0070723,0.0021652
2006-02-09,838.08,99819.34,6.5,100657.42,-0.000494602026091,1.0065742,0.0026633
2006-02-10,868.54,99819.34,6.5,100687.88,0.000302610577541,1.0068788,0.0023587
2006-02-13,834.99,99819.34,6.5,100654.33,-0.000333207929296,1.0065433,0.0026942
2006-02-14,872.86,99819.34,6.5,100692.2,0.000376238160842,1.006922,0.0023155
2006-02-15,893.18,99819.34,6.5,100712.52,0.000201803118812,1.0071252,0.0021123
2006-02-16,910.6,99819.34,6.5,100729.94,0.00017296757146,1.0072994,0.0019381
2006-02-17,906.99,99819.34,6.5,100726.33,-3.58384011745e-05,1.0072633,0.0019742
2006-02-21,891.38,99819.34,6.5,100710.72,-0.000154974374625,1.0071072,0.0021303
2006-02-22,920.28,99819.34,6.5,100739.62,0.000286960514233,1.0073962,0.0018413
2006-02-23,925.83,99819.34,6.5,100745.17,5.50925246692e-05,1.0074517,0.0017858
2006-02-24,922.09,99819.34,6.5,100741.43,-3.71233678003e-05,1.0074143,0.0018232
2006-02-27,916.02,99819.34,6.5,100735.36,-6.0253264223e-05,1.0073536,0.0018839
2006-02-28,883.76,99819.34,6.5,100703.1,-0.00032024504603,1.007031,0.0022065
2006-03-01,891.63,99819.34,6.5,100710.97,7.81505236682e-05,1.0071097,0.0021278
2006-03-02,898.21,99819.34,6.5,100717.55,6.53354843072e-05,1.0071755,0.002062
2006-03-03,873.83,99819.34,6.5,100693.17,-0.000242063076395,1.0069317,0.0023058
2006-03-06,844.92,99819.34,6.5,100664.26,-0.000287109840717,1.0066426,0.0025949
2006-03-07,855.63,99819.34,6.5,100674.97,0.000106393272051,1.0067497,0.0024878
2006-03-08,847.25,99819.34,6.5,100666.59,-8.32381673419e-05,1.0066659,0.0025716
2006-03-09,824.92,99819.34,6.5,100644.26,-0.00022182136099,1.0064426,0.0027949
2006-03-10,815.37,99819.34,6.5,100634.71,-9.48886702531e-05,1.0063471,0.0028904
2006-03-13,847.5,99819.34,6.5,100666.84,0.000319273538921,1.0066684,0.0025691
2006-03-14,868.67,99819.34,6.5,100688.01,0.000210297651143,1.0068801,0.0023574
2006-03-15,854.6,99819.34,6.5,100673.94,-0.000139738584564,1.0067394,0.0024981
2006-03-16,829.83,99819.34,6.5,100649.17,-0.00024604182572,1.0064917,0.0027458
2006-03-17,834.34,99819.34,6.5,100653.68,4.48091126832e-05,1.0065368,0.0027007
2006-03-20,825.7,99819.34,6.5,100645.04,-8.58388883546e-05,1.0064504,0.0027871
2006-03-21,797.57,99819.34,6.5,100616.91,-0.000279497131702,1.0061691,0.0030684
2006-03-22,795.76,99819.34,6.5,100615.1,-1.79890239127e-05,1.006151,0.0030865
2006-03-23,776.28,99819.34,6.5,100595.62,-0.000193609110362,1.0059562,0.0032813
2006-03-24,773.7,99819.34,6.5,100593.04,-2.56472399097e-05,1.0059304,0.0033071
2006-03-27,767.89,99819.34,6.5,100587.23,-5.77574750699e-05,1.0058723,0.0033652
2006-03-28,757.57,99819.34,6.5,100576.91,-0.000102597516603,1.0057691,0.0034684
2006-03-29,804.28,99819.34,6.5,100623.62,0.000464420710479,1.0062362,0.0030013
2006-03-30,809.7,99819.34,6.5,100629.04,5.38640927448e-05,1.0062904,0.0029471
2006-03-31,809.31,99819.34,6.5,100628.65,-3.87562079496e-06,1.0062865,0.002951
2006-04-03,808.41,99819.34,6.5,100627.75,-8.94377495864e-06,1.0062775,0.00296
2006-04-04,789.31,99819.34,6.5,100608.65,-0.000189808477284,1.0060865,0.003151
2006-04-05,867.25,99819.34,6.5,100686.59,0.000774684880475,1.0068659,0.0023716
2006-04-06,919.25,99819.34,6.5,100738.59,0.000516454077946,1.0073859,0.0018516
2006-04-07,900.54,99819.34,6.5,100719.88,-0.000185728229867,1.0071988,0.0020387
2006-04-10,886.09,99819.34,6.5,100705.43,-0.000143467208261,1.0070543,0.0021832
2006-04-11,877.31,99819.34,6.5,100696.65,-8.71849710586e-05,1.0069665,0.002271
2006-04-12,860.79,99819.34,6.5,100680.13,-0.000164057096239,1.0068013,0.0024362
2006-04-13,857.68,99819.34,6.5,100677.02,-3.08899084656e-05,1.0067702,0.0024673
2006-04-17,836.29,99819.34,6.5,100655.63,-0.000212461592526,1.0065563,0.0026812
2006-04-18,854.47,99819.34,6.5,100673.81,0.000180615828444,1.0067381,0.0024994
2006-04-19,847.12,99819.34,6.5,100666.46,-7.30080643616e-05,1.0066646,0.0025729
2006-04-20,872.67,99819.34,6.5,100692.01,0.000253808468084,1.0069201,0.0023174
2006-04-21,865.05,99819.34,6.5,100684.39,-7.56763123508e-05,1.0068439,0.0023936
2006-04-24,848.41,99819.34,6.5,100667.75,-0.000165268916065,1.0066775,0.00256
2006-04-25,853.83,99819.34,6.5,100673.17,5.38404801935e-05,1.0067317,0.0025058
2006-04-26,879.38,99819.34,6.5,100698.72,0.000253791551413,1.0069872,0.0022503
2006-04-27,894.99,99819.34,6.5,100714.33,0.000155016866153,1.0071433,0.0020942
2006-04-28,908.28,99819.34,6.5,100727.62,0.000131957388785,1.0072762,0.0019613
2006-05-01,898.09,99819.34,6.5,100717.43,-0.00010116391115,1.0071743,0.0020632
2006-05-02,924.15,99819.34,6.5,100743.49,0.000258743695108,1.0074349,0.0018026
2006-05-03,917.96,99819.34,6.5,100737.3,-6.14431761297e-05,1.007373,0.0018645
2006-05-04,917.83,99819.34,6.5,100737.17,-1.29048525233e-06,1.0073717,0.0018658
2006-05-05,927.63,99819.34,6.5,100746.97,9.72828599415e-05,1.0074697,0.0017678
2006-05-08,927.63,99819.34,6.5,100746.97,0.0,1.0074697,0.0017678
2006-05-09,916.54,99819.34,6.5,100735.88,-0.000110077752214,1.0073588,0.0018787
2006-05-10,910.99,99819.34,6.5,100730.33,-5.50945700776e-05,1.0073033,0.0019342
2006-05-11,879.38,99819.34,6.5,100698.72,-0.00031380816483,1.0069872,0.0022503
2006-05-12,873.57,99819.34,6.5,100692.91,-5.76968604963e-05,1.0069291,0.0023084
2006-05-15,874.73,99819.34,6.5,100694.07,1.15201755515e-05,1.0069407,0.0022968
2006-05-16,838.47,99819.34,6.5,100657.81,-0.000360100649422,1.0065781,0.0026594
2006-05-17,842.08,99819.34,6.5,100661.42,3.58640824791e-05,1.0066142,0.0026233
2006-05-18,815.24,99819.34,6.5,100634.58,-0.000266636413434,1.0063458,0.0028917
2006-05-19,832.41,99819.34,6.5,100651.75,0.000170617296758,1.0065175,0.00272
2006-05-22,817.83,99819.34,6.5,100637.17,-0.000144855901661,1.0063717,0.0028658
2006-05-23,814.86,99819.34,6.5,100634.2,-2.95119586531e-05,1.006342,0.0028955
2006-05-24,817.31,99819.34,6.5,100636.65,2.43456002036e-05,1.0063665,0.002871
2006-05-25,830.08,99819.34,6.5,100649.42,0.000126892141183,1.0064942,0.0027433
2006-05-26,820.01,99819.34,6.5,100639.35,-0.000100050253643,1.0063935,0.002844
