datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
2000-04-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-26,278.62,99717.18,1.3,99995.8,-4.20000000001e-05,0.999958,4.20000000001e-05
2000-05-30,282.46,99717.18,1.3,99999.64,3.84016128678e-05,0.9999964,3.59999999999e-06
2000-05-31,270.97,99717.18,1.3,99988.15,-0.000114900413642,0.9998815,0.0001185
2000-06-01,287.49,99717.18,1.3,100004.67,0.00016521957852,1.0000467,0.0
2000-06-02,298.59,99717.18,1.3,100015.77,0.000110994816542,1.0001577,0.0
2000-06-05,294.56,99717.18,1.3,100011.74,-4.0293645692e-05,1.0001174,4.03e-05
2000-06-06,299.59,99717.18,1.3,100016.77,5.02940954732e-05,1.0001677,0.0
2000-06-07,311.49,99717.18,1.3,100028.67,0.000118980047046,1.0002867,0.0
2000-06-08,305.85,99717.18,1.3,100023.03,-5.63838347546e-05,1.0002303,5.64000000001e-05
2000-06-09,308.88,99717.18,1.3,100026.06,3.02930235168e-05,1.0002606,2.60999999999e-05
2000-06-12,294.17,99717.18,1.3,100011.35,-0.000147061675727,1.0001135,0.0001732
2000-06-13,304.85,99717.18,1.3,100022.03,0.000106787879576,1.0002203,6.63999999999e-05
2000-06-14,291.75,99717.18,1.3,100008.93,-0.000130971147056,1.0000893,0.0001974
2000-06-15,297.97,99717.18,1.3,100015.15,6.21944460359e-05,1.0001515,0.0001352
2000-06-16,294.17,99717.18,1.3,100011.35,-3.79942438721e-05,1.0001135,0.0001732
2000-06-19,311.68,99717.18,1.3,100028.86,0.000175080128405,1.0002886,0.0
2000-06-20,326.62,99717.18,1.3,100043.8,0.0001493568956,1.000438,0.0
2000-06-21,358.91,99717.18,1.3,100076.09,0.000322758631719,1.0007609,0.0
2000-06-22,346.78,99717.18,1.3,100063.96,-0.000121207773006,1.0006396,0.0001213
2000-06-23,333.49,99717.18,1.3,100050.67,-0.000132815051493,1.0005067,0.0002542
2000-06-26,349.23,99717.18,1.3,100066.41,0.000157320285811,1.0006641,9.67999999999e-05
2000-06-27,333.88,99717.18,1.3,100051.06,-0.000153398128303,1.0005106,0.0002503
2000-06-28,351.23,99717.18,1.3,100068.41,0.00017341145611,1.0006841,7.67999999998e-05
2000-06-29,330.65,99717.18,1.3,100047.83,-0.000205659308467,1.0004783,0.0002826
2000-06-30,337.94,99717.18,1.3,100055.12,7.28651485995e-05,1.0005512,0.0002097
2000-07-03,343.94,99717.18,1.3,100061.12,5.99669462193e-05,1.0006112,0.000149699999999
2000-07-05,333.1,99717.18,1.3,100050.28,-0.00010833378639,1.0005028,0.000258099999999
2000-07-06,334.27,99717.18,1.3,100051.45,1.16941201964e-05,1.0005145,0.0002464
2000-07-07,351.23,99717.18,1.3,100068.41,0.000169512785672,1.0006841,7.67999999995e-05
2000-07-10,368.59,99717.18,1.3,100085.77,0.000173481321428,1.0008577,0.0
2000-07-11,367.36,99717.18,1.3,100084.54,-1.22894593307e-05,1.0008454,1.23000000001e-05
2000-07-12,379.88,99717.18,1.3,100097.06,0.000125094245325,1.0009706,0.0
2000-07-13,364.52,99717.18,1.3,100081.7,-0.000153451060401,1.000817,0.0001536
2000-07-14,372.2,99717.18,1.3,100089.38,7.67373056212e-05,1.0008938,7.68e-05
2000-07-17,376.2,99717.18,1.3,100093.38,3.99642799267e-05,1.0009338,3.67999999999e-05
2000-07-18,369.36,99717.18,1.3,100086.54,-6.83361876679e-05,1.0008654,0.0001052
2000-07-19,339.94,99717.18,1.3,100057.12,-0.000293945619461,1.0005712,0.0003994
2000-07-20,355.69,99717.18,1.3,100072.87,0.000157410087358,1.0007287,0.0002419
2000-07-21,345.56,99717.18,1.3,100062.74,-0.000101226236442,1.0006274,0.0003432
2000-07-24,314.14,99717.18,1.3,100031.32,-0.000314002994521,1.0003132,0.0006574
2000-07-25,322.98,99717.18,1.3,100040.16,8.83723217888e-05,1.0004016,0.000569
2000-07-26,322.98,99717.18,1.3,100040.16,0.0,1.0004016,0.000569
2000-07-27,335.49,99717.18,1.3,100052.67,0.000125049780008,1.0005267,0.0004439
2000-07-28,311.68,99717.18,1.3,100028.86,-0.000237974658747,1.0002886,0.000682
2000-07-31,327.81,99717.18,1.3,100044.99,0.000161253462251,1.0004499,0.0005207
2000-08-01,318.14,99717.18,1.3,100035.32,-9.66565142342e-05,1.0003532,0.0006174
2000-08-02,304.85,99717.18,1.3,100022.03,-0.000132853076293,1.0002203,0.0007503
2000-08-03,0.0,100020.73,2.6,100020.73,-1.29971367308e-05,1.0002073,0.0007633
2000-08-04,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-07,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-08,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-09,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-10,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-11,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-14,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-15,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-16,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-17,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-18,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-21,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-22,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-23,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-24,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-25,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-28,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-29,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-30,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-08-31,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-01,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-05,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-06,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-07,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-08,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-11,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-12,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-13,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-14,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-15,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-18,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-19,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-20,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-21,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-22,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-25,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-26,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-27,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-28,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-09-29,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-02,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-03,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-04,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-05,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-06,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-09,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-10,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-11,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-12,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-13,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-16,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-17,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-18,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-19,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-20,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-23,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-24,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-25,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-26,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-27,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-30,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-10-31,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-01,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-02,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-03,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-06,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-07,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-08,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-09,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-10,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-13,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-14,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-15,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-16,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-17,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-20,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-21,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-22,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-24,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-27,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-28,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-29,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-11-30,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-01,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-04,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-05,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-06,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-07,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-08,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-11,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-12,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-13,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-14,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-15,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-18,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-19,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-20,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-21,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-22,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-26,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-27,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-28,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2000-12-29,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-02,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-03,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-04,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-05,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-08,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-09,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-10,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-11,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-12,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-16,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-17,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-18,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-19,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-22,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-23,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-24,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-25,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-26,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-29,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-30,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-01-31,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-01,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-02,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-05,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-06,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-07,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-08,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-09,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-12,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-13,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-14,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-15,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-16,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-20,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-21,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-22,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-23,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-26,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-27,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-02-28,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-01,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-02,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-05,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-06,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-07,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-08,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-09,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-12,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-13,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-14,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-15,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-16,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-19,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-20,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-21,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-22,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-23,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-26,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-27,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-28,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-29,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-03-30,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-02,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-03,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-04,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-05,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-06,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-09,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-10,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-11,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-12,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-16,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-17,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-18,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-19,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-20,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-23,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-24,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-25,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-26,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-27,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-04-30,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-05-01,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-05-02,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-05-03,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-05-04,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-05-07,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-05-08,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-05-09,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
2001-05-10,0.0,100020.73,2.6,100020.73,0.0,1.0002073,0.0007633
